GIS Join Match Code,Geography Year,State Name,State Code,County Name,County Code,Census Tract Code,Block Group Code,1990: Persons: Total,Lower bound: 1990: Persons: Total,Upper bound: 1990: Persons: Total,2000: Persons: Total,Lower bound: 2000: Persons: Total,Upper bound: 2000: Persons: Total,2010: Persons: Total
G48043901060021,2010,Texas,48,Tarrant County,439,106002,1,1703,1692,1703,1493,914,1493,1653
G48043901060022,2010,Texas,48,Tarrant County,439,106002,2,775,775,775,817,817,817,797
G48043901060023,2010,Texas,48,Tarrant County,439,106002,3,1153,1153,1153,1040,1040,1040,1013
G48043901060041,2010,Texas,48,Tarrant County,439,106004,1,408.02,264,421,405.38,297,521,1405
G48043901060042,2010,Texas,48,Tarrant County,439,106004,2,12.98,0,157,120.62,5,229,1259
G48043901060043,2010,Texas,48,Tarrant County,439,106004,3,733.78,345,750,876.29,438,895,999
G48043901060044,2010,Texas,48,Tarrant County,439,106004,4,1471.43,687,1480,1643.79,974,1660,1610
G48043901061011,2010,Texas,48,Tarrant County,439,106101,1,794,714,794,808,808,808,910
G48043901061012,2010,Texas,48,Tarrant County,439,106101,2,679,679,679,783,783,783,719
G48043901061021,2010,Texas,48,Tarrant County,439,106102,1,1162,1162,1162,2317,2317,2317,2661
G48043901061022,2010,Texas,48,Tarrant County,439,106102,2,725,725,725,1232,1232,1232,1010
G48043901062011,2010,Texas,48,Tarrant County,439,106201,1,755,755,755,635,635,635,641
G48043901062012,2010,Texas,48,Tarrant County,439,106201,2,970.03,970,1098,906.02,906,913,870
G48043901062013,2010,Texas,48,Tarrant County,439,106201,3,1166,1166,1166,1132,1132,1132,1071
G48043901062014,2010,Texas,48,Tarrant County,439,106201,4,1165,1165,1165,969,969,969,885
G48043901062021,2010,Texas,48,Tarrant County,439,106202,1,647,647,647,660,660,660,727
G48043901062022,2010,Texas,48,Tarrant County,439,106202,2,1838,1838,1838,1724,1724,1724,1719
G48043901062023,2010,Texas,48,Tarrant County,439,106202,3,1765,1765,1765,1437,1437,1437,1953
G48043901063001,2010,Texas,48,Tarrant County,439,106300,1,910,910,910,698,698,698,767
G48043901063002,2010,Texas,48,Tarrant County,439,106300,2,1691,1691,1691,1902,1902,1902,2234
G48043901064001,2010,Texas,48,Tarrant County,439,106400,1,714,714,714,731,731,731,829
G48043901064002,2010,Texas,48,Tarrant County,439,106400,2,923,923,923,1434,1434,1434,1325
G48043901065021,2010,Texas,48,Tarrant County,439,106502,1,680,680,680,664,664,664,669
G48043901065022,2010,Texas,48,Tarrant County,439,106502,2,690,690,690,831,831,831,737
G48043901065023,2010,Texas,48,Tarrant County,439,106502,3,1288,1288,1288,1150,1150,1150,999
G48043901065031,2010,Texas,48,Tarrant County,439,106503,1,1331,1331,1331,1381,1381,1381,1325
G48043901065032,2010,Texas,48,Tarrant County,439,106503,2,814.22,628,935,682.79,672,721,763
G48043901065033,2010,Texas,48,Tarrant County,439,106503,3,1352.78,1232,1539,1361.21,1323,1372,1570
G48043901065034,2010,Texas,48,Tarrant County,439,106503,4,1403,1403,1403,1430,1430,1430,1407
G48043901065071,2010,Texas,48,Tarrant County,439,106507,1,1041.64,681,1152,1158.36,738,1287,958
G48043901065072,2010,Texas,48,Tarrant County,439,106507,2,960.36,850,1321,915.64,787,1336,942
G48043901065091,2010,Texas,48,Tarrant County,439,106509,1,888,888,888,888,888,888,1093
G48043901065092,2010,Texas,48,Tarrant County,439,106509,2,276,276,276,211,211,211,1191
G48043901065093,2010,Texas,48,Tarrant County,439,106509,3,1094,1094,1094,1448,1448,1448,1735
G48043901065101,2010,Texas,48,Tarrant County,439,106510,1,869.4,0,1254,2812,2812,2812,2652
G48043901065102,2010,Texas,48,Tarrant County,439,106510,2,171.74,0,1254,540.31,322,701,1556
G48043901065103,2010,Texas,48,Tarrant County,439,106510,3,231.86,19,1273,678.69,518,897,3921
G48043901065111,2010,Texas,48,Tarrant County,439,106511,1,955,955,955,1440,1440,1440,2421
G48043901065112,2010,Texas,48,Tarrant County,439,106511,2,1601,1601,1601,1634,1634,1634,2181
G48043901065113,2010,Texas,48,Tarrant County,439,106511,3,927,927,927,998,998,998,908
G48043901065114,2010,Texas,48,Tarrant County,439,106511,4,105,105,105,70,70,70,1124
G48043901065121,2010,Texas,48,Tarrant County,439,106512,1,958,958,958,1394,1394,1394,1929
G48043901065122,2010,Texas,48,Tarrant County,439,106512,2,1111,1111,1111,1264,1264,1264,1332
G48043901065123,2010,Texas,48,Tarrant County,439,106512,3,1057,1057,1057,956,956,956,1162
G48043901065131,2010,Texas,48,Tarrant County,439,106513,1,1212,1212,1212,1259,1259,1259,1419
G48043901065132,2010,Texas,48,Tarrant County,439,106513,2,1577,1577,1577,1647,1647,1647,1516
G48043901065141,2010,Texas,48,Tarrant County,439,106514,1,440,440,440,451,451,451,478
G48043901065142,2010,Texas,48,Tarrant County,439,106514,2,1492,654,1492,1515,1515,1515,1499
G48043901065143,2010,Texas,48,Tarrant County,439,106514,3,618.66,515,621,734.85,677,735,1944
G48043901065144,2010,Texas,48,Tarrant County,439,106514,4,467,467,1305,741,741,741,1022
G48043901065151,2010,Texas,48,Tarrant County,439,106515,1,2191.9,349,2504,2755,2755,2755,1663
G48043901065152,2010,Texas,48,Tarrant County,439,106515,2,1095,1095,1095,1317,1317,1317,1515
G48043901065153,2010,Texas,48,Tarrant County,439,106515,3,732.1,420,2575,843,843,843,646
G48043901065161,2010,Texas,48,Tarrant County,439,106516,1,1516,1516,1516,2215,2215,2215,1912
G48043901065162,2010,Texas,48,Tarrant County,439,106516,2,1310.21,879,2111,1955,1955,1955,1235
G48043901065163,2010,Texas,48,Tarrant County,439,106516,3,1618.79,818,2050,1754,1754,1754,2180
G48043901065171,2010,Texas,48,Tarrant County,439,106517,1,1170.45,696,1505,888,888,888,1621
G48043901065172,2010,Texas,48,Tarrant County,439,106517,2,93.53,0,130,370.5,103,414,1403
G48043901065173,2010,Texas,48,Tarrant County,439,106517,3,156.47,120,250,754.5,711,1022,2234
G48043901065174,2010,Texas,48,Tarrant County,439,106517,4,1010.55,676,1485,1672,1672,1672,2129
G48043901065181,2010,Texas,48,Tarrant County,439,106518,1,1146.1,0,1612,1672.96,1141,1700,1587
G48043901065182,2010,Texas,48,Tarrant County,439,106518,2,723.9,258,1870,953.04,926,1485,1528
G48043901066001,2010,Texas,48,Tarrant County,439,106600,1,307.86,0,646,701.91,443,702,1402
G48043901066002,2010,Texas,48,Tarrant County,439,106600,2,338.1,0,646,890,890,890,884
G48043901067001,2010,Texas,48,Tarrant County,439,106700,1,838,838,838,1276,1276,1276,1547
G48043901067002,2010,Texas,48,Tarrant County,439,106700,2,545,545,545,583,583,583,611
G48043901101011,2010,Texas,48,Tarrant County,439,110101,1,982.84,226,991,1397.55,352,1408,1801
G48043901101012,2010,Texas,48,Tarrant County,439,110101,2,854,854,854,966,966,966,1064
G48043901101013,2010,Texas,48,Tarrant County,439,110101,3,922,922,922,867,867,867,962
G48043901101014,2010,Texas,48,Tarrant County,439,110101,4,1094,1094,1094,1101,1101,1101,1117
G48043901101015,2010,Texas,48,Tarrant County,439,110101,5,1269.16,1261,2026,1396.45,1386,2442,1672
G48043901101021,2010,Texas,48,Tarrant County,439,110102,1,812,812,812,972,972,972,961
G48043901101022,2010,Texas,48,Tarrant County,439,110102,2,717,717,717,899,899,899,804
G48043901101023,2010,Texas,48,Tarrant County,439,110102,3,757,757,757,756,756,756,812
G48043901101024,2010,Texas,48,Tarrant County,439,110102,4,1518,1518,1518,1553,1553,1553,1646
G48043901102021,2010,Texas,48,Tarrant County,439,110202,1,829,829,829,864,864,864,875
G48043901102022,2010,Texas,48,Tarrant County,439,110202,2,755,755,755,800,800,800,873
G48043901102023,2010,Texas,48,Tarrant County,439,110202,3,680,680,680,714,714,714,863
G48043901102024,2010,Texas,48,Tarrant County,439,110202,4,1038,1038,1038,1116,1116,1116,1197
G48043901102031,2010,Texas,48,Tarrant County,439,110203,1,1238,1238,1238,1485,1485,1485,1816
G48043901102032,2010,Texas,48,Tarrant County,439,110203,2,602.3,380,930,1578,1578,1578,1715
G48043901102033,2010,Texas,48,Tarrant County,439,110203,3,326.7,0,549,2248,2248,2248,2444
G48043901102034,2010,Texas,48,Tarrant County,439,110203,4,808,807,808,1646,1646,1646,2773
G48043901102041,2010,Texas,48,Tarrant County,439,110204,1,1618,1618,1618,1903,1903,1903,2602
G48043901102042,2010,Texas,48,Tarrant County,439,110204,2,1015,1015,1015,970,970,970,1016
G48043901102043,2010,Texas,48,Tarrant County,439,110204,3,743,743,743,755,755,755,769
G48043901102044,2010,Texas,48,Tarrant County,439,110204,4,1053,1053,1053,992,992,992,1032
G48043901102045,2010,Texas,48,Tarrant County,439,110204,5,581,581,581,879,879,879,1297
G48043901103011,2010,Texas,48,Tarrant County,439,110301,1,1094,1094,1094,1094,1094,1094,1113
G48043901103012,2010,Texas,48,Tarrant County,439,110301,2,1288,1288,1288,1234,1234,1234,1173
G48043901103013,2010,Texas,48,Tarrant County,439,110301,3,1553,1553,1553,1612,1612,1612,1621
G48043901103021,2010,Texas,48,Tarrant County,439,110302,1,714,714,714,782,782,782,806
G48043901103022,2010,Texas,48,Tarrant County,439,110302,2,1083,1083,1083,1205,1205,1205,1144
G48043901103023,2010,Texas,48,Tarrant County,439,110302,3,683,683,683,839,839,839,905
G48043901103024,2010,Texas,48,Tarrant County,439,110302,4,1259,1259,1259,1354,1354,1354,1398
G48043901103025,2010,Texas,48,Tarrant County,439,110302,5,759,759,759,809,809,809,791
G48043901104011,2010,Texas,48,Tarrant County,439,110401,1,1382,1382,1382,1201,1201,1201,1275
G48043901104012,2010,Texas,48,Tarrant County,439,110401,2,756.04,756,1431,807.09,807,1066,977
G48043901104013,2010,Texas,48,Tarrant County,439,110401,3,1359.67,1343,1360,1435.6,1415,1436,1406
G48043901104014,2010,Texas,48,Tarrant County,439,110401,4,1111,1101,1111,1184,1184,1184,999
G48043901104021,2010,Texas,48,Tarrant County,439,110402,1,940,940,940,1027,1027,1027,1306
G48043901104022,2010,Texas,48,Tarrant County,439,110402,2,761,761,761,823,823,823,858
G48043901104023,2010,Texas,48,Tarrant County,439,110402,3,800,800,800,797,797,797,860
G48043901104024,2010,Texas,48,Tarrant County,439,110402,4,642,642,642,698,698,698,800
G48043901104025,2010,Texas,48,Tarrant County,439,110402,5,787,787,787,837,837,837,862
G48043901105001,2010,Texas,48,Tarrant County,439,110500,1,1217,1217,1217,1390,1390,1390,1463
G48043901105002,2010,Texas,48,Tarrant County,439,110500,2,993,993,993,1018,1018,1018,1145
G48043901105003,2010,Texas,48,Tarrant County,439,110500,3,1024,1024,1024,1191,1191,1191,1204
G48043901105004,2010,Texas,48,Tarrant County,439,110500,4,1243,1243,1243,1259,1259,1259,1314
G48043901105005,2010,Texas,48,Tarrant County,439,110500,5,1213,1213,1213,1269,1269,1269,1355
G48043901105006,2010,Texas,48,Tarrant County,439,110500,6,705,705,705,721,721,721,735
G48043901105007,2010,Texas,48,Tarrant County,439,110500,7,672,672,672,666,666,666,669
G48043901106001,2010,Texas,48,Tarrant County,439,110600,1,635.26,17,2059,482.75,481,628,693
G48043901106002,2010,Texas,48,Tarrant County,439,110600,2,763.37,763,1940,754.4,754,869,926
G48043901106003,2010,Texas,48,Tarrant County,439,110600,3,969.66,902,1560,890.66,825,1503,853
G48043901107011,2010,Texas,48,Tarrant County,439,110701,1,1108,1108,1108,1050,1050,1050,1097
G48043901107012,2010,Texas,48,Tarrant County,439,110701,2,1161,1161,1161,1027,1027,1027,1051
G48043901107013,2010,Texas,48,Tarrant County,439,110701,3,1033,1033,1033,1167,1167,1167,1214
G48043901107014,2010,Texas,48,Tarrant County,439,110701,4,1197,1197,1197,1150,1150,1150,1144
G48043901107015,2010,Texas,48,Tarrant County,439,110701,5,1381.68,1380,2479,1317.98,1316,2192,1296
G48043901107016,2010,Texas,48,Tarrant County,439,110701,6,1157,1157,1157,1097,1097,1097,1053
G48043901107031,2010,Texas,48,Tarrant County,439,110703,1,909.88,853,911,1045.68,979,1047,1045
G48043901107032,2010,Texas,48,Tarrant County,439,110703,2,1440.44,400,1441,1739.33,932,1740,2558
G48043901107033,2010,Texas,48,Tarrant County,439,110703,3,1135,1135,1135,1044,1044,1044,1123
G48043901107041,2010,Texas,48,Tarrant County,439,110704,1,1288,1288,1288,1291,1291,1291,1132
G48043901107042,2010,Texas,48,Tarrant County,439,110704,2,2202,2202,2202,1864,1864,1864,2143
G48043901107043,2010,Texas,48,Tarrant County,439,110704,3,1453.78,970,1469,1045,1045,1045,1260
G48043901108051,2010,Texas,48,Tarrant County,439,110805,1,1756.32,1754,2202,1675.8,1673,1804,1474
G48043901108052,2010,Texas,48,Tarrant County,439,110805,2,1235.68,815,1395,1575.2,1447,1578,1389
G48043901108053,2010,Texas,48,Tarrant County,439,110805,3,242,85,622,266.21,89,270,1647
G48043901108054,2010,Texas,48,Tarrant County,439,110805,4,0,0,504,0,0,0,1548
G48043901108061,2010,Texas,48,Tarrant County,439,110806,1,68.38,0,881,151.61,0,533,1381
G48043901108062,2010,Texas,48,Tarrant County,439,110806,2,452.1,318,1264,857.89,764,859,736
G48043901108063,2010,Texas,48,Tarrant County,439,110806,3,321.23,55,936,652.52,276,809,1343
G48043901108064,2010,Texas,48,Tarrant County,439,110806,4,483.3,6,952,1128.99,1123,1751,1120
G48043901108071,2010,Texas,48,Tarrant County,439,110807,1,89.5,0,130,363.37,325,496,690
G48043901108072,2010,Texas,48,Tarrant County,439,110807,2,1340,1340,1340,1490,1490,1490,1495
G48043901108073,2010,Texas,48,Tarrant County,439,110807,3,53.51,13,680,174.41,38,390,1518
G48043901108074,2010,Texas,48,Tarrant County,439,110807,4,354,354,354,659,659,659,1878
G48043901108081,2010,Texas,48,Tarrant County,439,110808,1,202.39,197,386,292.73,288,442,951
G48043901108082,2010,Texas,48,Tarrant County,439,110808,2,190.61,7,196,468.27,319,473,949
G48043901108091,2010,Texas,48,Tarrant County,439,110809,1,0,0,139,0,0,0,481
G48043901108092,2010,Texas,48,Tarrant County,439,110809,2,139,0,139,1030,1030,1030,1358
G48043901109011,2010,Texas,48,Tarrant County,439,110901,1,777,777,777,704,704,704,722
G48043901109012,2010,Texas,48,Tarrant County,439,110901,2,685,685,685,663,663,663,609
G48043901109013,2010,Texas,48,Tarrant County,439,110901,3,3.68,0,190,2,2,2,1190
G48043901109014,2010,Texas,48,Tarrant County,439,110901,4,1284.32,1098,1288,1338,1338,1338,1292
G48043901109015,2010,Texas,48,Tarrant County,439,110901,5,599,599,599,553,553,553,601
G48043901109031,2010,Texas,48,Tarrant County,439,110903,1,931.03,931,1121,1082.03,1082,1154,803
G48043901109032,2010,Texas,48,Tarrant County,439,110903,2,608,608,608,689,689,689,668
G48043901109051,2010,Texas,48,Tarrant County,439,110905,1,1181.88,829,1490,1060.99,761,1294,969
G48043901109052,2010,Texas,48,Tarrant County,439,110905,2,2146,2146,2146,2216,2216,2216,2223
G48043901109053,2010,Texas,48,Tarrant County,439,110905,3,1255.38,947,1610,1158.01,925,1458,1144
G48043901109061,2010,Texas,48,Tarrant County,439,110906,1,751,706,751,731,731,731,700
G48043901109062,2010,Texas,48,Tarrant County,439,110906,2,908,908,908,889,889,889,889
G48043901109063,2010,Texas,48,Tarrant County,439,110906,3,1719,1719,1764,1707,1707,1707,1646
G48043901109064,2010,Texas,48,Tarrant County,439,110906,4,1249,1249,1249,1197,1197,1197,1143
G48043901109071,2010,Texas,48,Tarrant County,439,110907,1,1832,1832,1832,1724,1724,1724,1911
G48043901109072,2010,Texas,48,Tarrant County,439,110907,2,1362,1362,1362,1253,1253,1253,1082
G48043901110031,2010,Texas,48,Tarrant County,439,111003,1,980,980,1414,843,843,843,1115
G48043901110032,2010,Texas,48,Tarrant County,439,111003,2,740,740,740,727,727,727,698
G48043901110033,2010,Texas,48,Tarrant County,439,111003,3,995,995,995,980,980,980,963
G48043901110051,2010,Texas,48,Tarrant County,439,111005,1,700,700,700,939,939,939,1822
G48043901110052,2010,Texas,48,Tarrant County,439,111005,2,0,0,0,2,2,2,2313
G48043901110053,2010,Texas,48,Tarrant County,439,111005,3,1359.87,580,2501,1830.89,1447,2486,1988
G48043901110054,2010,Texas,48,Tarrant County,439,111005,4,1693.12,519,2473,2180.11,1525,2564,3081
G48043901110081,2010,Texas,48,Tarrant County,439,111008,1,1671,1671,1671,1637,1637,1637,3182
G48043901110082,2010,Texas,48,Tarrant County,439,111008,2,839,839,839,798,798,798,763
G48043901110083,2010,Texas,48,Tarrant County,439,111008,3,262,222,406,232,232,232,3271
G48043901110101,2010,Texas,48,Tarrant County,439,111010,1,576,576,576,663,663,663,1368
G48043901110102,2010,Texas,48,Tarrant County,439,111010,2,641,641,641,691,691,691,1473
G48043901110111,2010,Texas,48,Tarrant County,439,111011,1,876.99,132,2134,2519,2519,2519,3320
G48043901110112,2010,Texas,48,Tarrant County,439,111011,2,494.45,0,2002,1527,1527,1527,5835
G48043901110121,2010,Texas,48,Tarrant County,439,111012,1,1416.33,0,1425,1937.06,1754,1949,2008
G48043901110122,2010,Texas,48,Tarrant County,439,111012,2,1376.31,1258,1377,1625.33,1510,1626,1587
G48043901110123,2010,Texas,48,Tarrant County,439,111012,3,1077.91,306,3852,2820.61,2808,3119,4639
G48043901110131,2010,Texas,48,Tarrant County,439,111013,1,645.25,641,690,663.97,658,727,3696
G48043901110132,2010,Texas,48,Tarrant County,439,111013,2,1614.75,1570,1619,1446.03,1383,1452,1393
G48043901110133,2010,Texas,48,Tarrant County,439,111013,3,127,127,127,128,128,128,2774
G48043901110151,2010,Texas,48,Tarrant County,439,111015,1,1375,1375,1375,1290,1290,1290,1248
G48043901110152,2010,Texas,48,Tarrant County,439,111015,2,348.03,347,588,339,339,339,1137
G48043901110161,2010,Texas,48,Tarrant County,439,111016,1,1585,1585,1815,2476,2476,2476,5164
G48043901110162,2010,Texas,48,Tarrant County,439,111016,2,239.97,0,241,742,742,742,2575
G48043901110163,2010,Texas,48,Tarrant County,439,111016,3,145,145,145,989,989,989,1504
G48043901110171,2010,Texas,48,Tarrant County,439,111017,1,43.56,25,360,128.35,23,387,3305
G48043901110172,2010,Texas,48,Tarrant County,439,111017,2,7.07,0,335,54.5,12,376,858
G48043901110173,2010,Texas,48,Tarrant County,439,111017,3,143.02,0,335,189.22,64,428,3551
G48043901110174,2010,Texas,48,Tarrant County,439,111017,4,166.34,0,335,834.94,744,1108,2560
G48043901110181,2010,Texas,48,Tarrant County,439,111018,1,635,635,638,811,811,811,937
G48043901110182,2010,Texas,48,Tarrant County,439,111018,2,512,368,552,1094,1094,1094,1282
G48043901111021,2010,Texas,48,Tarrant County,439,111102,1,2069.05,2068,2394,1900.98,1900,2030,1787
G48043901111022,2010,Texas,48,Tarrant County,439,111102,2,922,922,922,860,860,860,800
G48043901111023,2010,Texas,48,Tarrant County,439,111102,3,1352,1352,1547,1328,1328,1328,2042
G48043901111024,2010,Texas,48,Tarrant County,439,111102,4,777.95,453,779,890.02,761,891,1068
G48043901111031,2010,Texas,48,Tarrant County,439,111103,1,2073,2073,2073,2091,2091,2091,2322
G48043901111032,2010,Texas,48,Tarrant County,439,111103,2,1432,1432,1432,1453,1453,1453,1646
G48043901111041,2010,Texas,48,Tarrant County,439,111104,1,1391,1391,1391,1340,1340,1340,1355
G48043901111042,2010,Texas,48,Tarrant County,439,111104,2,1666,1666,1666,1596,1596,1596,1465
G48043901112021,2010,Texas,48,Tarrant County,439,111202,1,1400.03,1318,2449,1437.69,1330,2613,1444
G48043901112022,2010,Texas,48,Tarrant County,439,111202,2,1214.76,1144,1283,1087.23,1020,1739,1085
G48043901112023,2010,Texas,48,Tarrant County,439,111202,3,1142,1142,1142,1215,1215,1215,1292
G48043901112024,2010,Texas,48,Tarrant County,439,111202,4,906,906,906,926,926,926,1027
G48043901112025,2010,Texas,48,Tarrant County,439,111202,5,1015,1015,1015,1159,1159,1159,1247
G48043901112031,2010,Texas,48,Tarrant County,439,111203,1,566,566,566,778,778,778,2018
G48043901112032,2010,Texas,48,Tarrant County,439,111203,2,1372,1372,1372,1717,1717,1717,3546
G48043901112041,2010,Texas,48,Tarrant County,439,111204,1,2167,2167,2167,2498,2498,2498,2841
G48043901112042,2010,Texas,48,Tarrant County,439,111204,2,768,768,768,721,721,721,1881
G48043901113011,2010,Texas,48,Tarrant County,439,111301,1,1541,1541,1541,1980,1980,1980,2647
G48043901113012,2010,Texas,48,Tarrant County,439,111301,2,1433,1433,1433,1445,1445,1445,1389
G48043901113013,2010,Texas,48,Tarrant County,439,111301,3,1363,1363,1363,1745,1745,1745,2996
G48043901113014,2010,Texas,48,Tarrant County,439,111301,4,612,612,612,723,723,723,2373
G48043901113041,2010,Texas,48,Tarrant County,439,111304,1,815.21,669,2373,797,797,797,833
G48043901113042,2010,Texas,48,Tarrant County,439,111304,2,803.85,286,1990,1430.55,1361,1491,2177
G48043901113043,2010,Texas,48,Tarrant County,439,111304,3,911,911,1292,1344,1344,1344,1180
G48043901113044,2010,Texas,48,Tarrant County,439,111304,4,1039.95,0,1524,2636.45,2576,2706,2722
G48043901113061,2010,Texas,48,Tarrant County,439,111306,1,737,737,737,837,837,837,2075
G48043901113062,2010,Texas,48,Tarrant County,439,111306,2,1071,1071,1071,1165,1165,1165,1116
G48043901113063,2010,Texas,48,Tarrant County,439,111306,3,779,779,779,1098,1098,1098,1527
G48043901113071,2010,Texas,48,Tarrant County,439,111307,1,59.38,0,397,281.12,0,540,1675
G48043901113072,2010,Texas,48,Tarrant County,439,111307,2,1039.62,702,1099,1364.88,1106,1646,1361
G48043901113081,2010,Texas,48,Tarrant County,439,111308,1,533.78,271,541,503.81,254,512,744
G48043901113082,2010,Texas,48,Tarrant County,439,111308,2,739.64,288,741,827.33,291,829,852
G48043901113091,2010,Texas,48,Tarrant County,439,111309,1,1401.4,1398,2057,1500.06,1493,2240,1542
G48043901113092,2010,Texas,48,Tarrant County,439,111309,2,1486.65,1409,1494,1954.56,1604,1966,1950
G48043901113093,2010,Texas,48,Tarrant County,439,111309,3,366.17,361,419,940.82,935,1003,1221
G48043901113101,2010,Texas,48,Tarrant County,439,111310,1,160.78,112,171,134.85,130,138,1825
G48043901113102,2010,Texas,48,Tarrant County,439,111310,2,7.49,0,59,2.31,0,8,2105
G48043901113103,2010,Texas,48,Tarrant County,439,111310,3,2.73,0,59,0.84,0,8,2692
G48043901113104,2010,Texas,48,Tarrant County,439,111310,4,0,0,0,10,10,10,1315
G48043901113111,2010,Texas,48,Tarrant County,439,111311,1,38,0,139,1830,1830,1830,4655
G48043901113112,2010,Texas,48,Tarrant County,439,111311,2,249.99,75,250,528.96,44,529,1469
G48043901113121,2010,Texas,48,Tarrant County,439,111312,1,561.87,183,905,1538.22,935,1539,1441
G48043901113122,2010,Texas,48,Tarrant County,439,111312,2,154.73,105,681,538.07,363,929,784
G48043901113123,2010,Texas,48,Tarrant County,439,111312,3,328.14,0,882,1306.82,1306,2395,1215
G48043901113131,2010,Texas,48,Tarrant County,439,111313,1,18.16,0,150,85.67,54,648,1019
G48043901113132,2010,Texas,48,Tarrant County,439,111313,2,95,95,95,94,94,94,1474
G48043901113133,2010,Texas,48,Tarrant County,439,111313,3,35.93,28,155,85.74,43,98,1533
G48043901113134,2010,Texas,48,Tarrant County,439,111313,4,70.52,0,78,1134.01,631,1135,1800
G48043901113141,2010,Texas,48,Tarrant County,439,111314,1,21,21,21,34,34,34,2641
G48043901113142,2010,Texas,48,Tarrant County,439,111314,2,16.61,11,64,28.93,10,175,1526
G48043901114021,2010,Texas,48,Tarrant County,439,111402,1,630.46,513,1129,865,865,865,867
G48043901114022,2010,Texas,48,Tarrant County,439,111402,2,1125.19,784,1400,2157,2157,2157,1929
G48043901114023,2010,Texas,48,Tarrant County,439,111402,3,1476,1476,1476,1884,1884,1884,1714
G48043901114024,2010,Texas,48,Tarrant County,439,111402,4,996.36,839,1455,1266,1266,1266,1429
G48043901114041,2010,Texas,48,Tarrant County,439,111404,1,1226.84,0,1851,1581.48,961,1925,1814
G48043901114042,2010,Texas,48,Tarrant County,439,111404,2,1023.67,1007,1137,1525,1525,1525,1852
G48043901114043,2010,Texas,48,Tarrant County,439,111404,3,1564.28,1288,3659,1876,1876,1876,2628
G48043901114044,2010,Texas,48,Tarrant County,439,111404,4,1594.88,727,3098,1933.52,1590,2554,2042
G48043901114051,2010,Texas,48,Tarrant County,439,111405,1,950,950,950,1131,1131,1131,873
G48043901114052,2010,Texas,48,Tarrant County,439,111405,2,1485,1485,1485,1463,1463,1463,1483
G48043901114061,2010,Texas,48,Tarrant County,439,111406,1,482.07,482,579,1215.08,1207,1327,2335
G48043901114062,2010,Texas,48,Tarrant County,439,111406,2,414.93,318,415,652.92,541,661,1372
G48043901114071,2010,Texas,48,Tarrant County,439,111407,1,212,0,212,1357,1357,1357,1994
G48043901114072,2010,Texas,48,Tarrant County,439,111407,2,613.75,366,926,1249.61,1198,1389,1247
G48043901114081,2010,Texas,48,Tarrant County,439,111408,1,400.33,287,417,378,378,378,2260
G48043901114082,2010,Texas,48,Tarrant County,439,111408,2,557,557,557,710,710,710,707
G48043901114091,2010,Texas,48,Tarrant County,439,111409,1,648,648,860,2259,2259,2259,4101
G48043901114092,2010,Texas,48,Tarrant County,439,111409,2,312.25,0,560,842.39,703,894,970
G48043901115051,2010,Texas,48,Tarrant County,439,111505,1,1930,1930,1930,1865,1865,1865,1777
G48043901115052,2010,Texas,48,Tarrant County,439,111505,2,2277,2277,2277,2148,2148,2148,2201
G48043901115061,2010,Texas,48,Tarrant County,439,111506,1,1489,1489,1489,1440,1440,1440,1573
G48043901115062,2010,Texas,48,Tarrant County,439,111506,2,1663,1663,1663,1636,1636,1636,1571
G48043901115063,2010,Texas,48,Tarrant County,439,111506,3,2055,2055,2055,2231,2231,2231,1865
G48043901115064,2010,Texas,48,Tarrant County,439,111506,4,844,844,844,881,881,881,772
G48043901115131,2010,Texas,48,Tarrant County,439,111513,1,1402,1402,1402,2504,2504,2504,2456
G48043901115132,2010,Texas,48,Tarrant County,439,111513,2,670.07,503,675,1368,1368,1368,1566
G48043901115141,2010,Texas,48,Tarrant County,439,111514,1,885,885,885,965,965,965,854
G48043901115142,2010,Texas,48,Tarrant County,439,111514,2,1144,1144,1144,2205,2205,2205,2335
G48043901115143,2010,Texas,48,Tarrant County,439,111514,3,1472.68,897,2007,1948,1948,1948,1803
G48043901115144,2010,Texas,48,Tarrant County,439,111514,4,1364.25,997,1935,1653,1653,1653,1610
G48043901115161,2010,Texas,48,Tarrant County,439,111516,1,660.49,313,1038,2495,2495,2495,2244
G48043901115162,2010,Texas,48,Tarrant County,439,111516,2,1887.43,1887,2582,1944.49,1944,2036,1979
G48043901115163,2010,Texas,48,Tarrant County,439,111516,3,1107.51,730,1455,2016,2016,2016,2062
G48043901115211,2010,Texas,48,Tarrant County,439,111521,1,1268,1268,1268,1429,1429,1429,1467
G48043901115212,2010,Texas,48,Tarrant County,439,111521,2,2375,2375,2375,2418,2418,2418,2789
G48043901115213,2010,Texas,48,Tarrant County,439,111521,3,1323.82,678,1326,1631.8,1424,1634,1690
G48043901115214,2010,Texas,48,Tarrant County,439,111521,4,1588.18,1586,2234,1934.2,1932,2142,2324
G48043901115221,2010,Texas,48,Tarrant County,439,111522,1,1010,1010,1010,1014,1014,1014,1036
G48043901115222,2010,Texas,48,Tarrant County,439,111522,2,1718,1718,1718,2026,2026,2026,1965
G48043901115223,2010,Texas,48,Tarrant County,439,111522,3,1459,1459,1459,1506,1506,1506,1763
G48043901115224,2010,Texas,48,Tarrant County,439,111522,4,1326,1326,1326,1333,1333,1333,1349
G48043901115225,2010,Texas,48,Tarrant County,439,111522,5,1405,1405,1405,1429,1429,1429,1479
