GIS Join Match Code,Geography Year,State Name,State Code,County Name,County Code,Census Tract Code,Block Group Code,1990: Persons: Total,Lower bound: 1990: Persons: Total,Upper bound: 1990: Persons: Total,2000: Persons: Total,Lower bound: 2000: Persons: Total,Upper bound: 2000: Persons: Total,2010: Persons: Total
G48011300164092,2010,Texas,48,Dallas County,113,16409,2,1468,1468,1468,1556,1556,1556,1887
G48011300164101,2010,Texas,48,Dallas County,113,16410,1,564,564,564,1655,1655,1655,3757
G48011300164102,2010,Texas,48,Dallas County,113,16410,2,1267.47,1267,1710,1241.47,1241,1678,1194
G48011300164111,2010,Texas,48,Dallas County,113,16411,1,2088,2088,2088,1953,1953,1953,2202
G48011300164112,2010,Texas,48,Dallas County,113,16411,2,545,545,545,638,638,638,3937
G48011300164113,2010,Texas,48,Dallas County,113,16411,3,1345,1345,1345,1407,1407,1407,1641
G48011300164114,2010,Texas,48,Dallas County,113,16411,4,1204,1204,1204,1205,1205,1205,1155
G48011300164121,2010,Texas,48,Dallas County,113,16412,1,343.84,0,1093,675.89,132,887,2228
G48011300164122,2010,Texas,48,Dallas County,113,16412,2,749.16,0,1093,1496.11,1285,2040,2136
G48011300164131,2010,Texas,48,Dallas County,113,16413,1,654.77,0,1057,1969,1969,1969,2502
G48011300164132,2010,Texas,48,Dallas County,113,16413,2,302.24,244,965,1110,1110,1110,2218
G48011300164133,2010,Texas,48,Dallas County,113,16413,3,343.99,0,1057,1346,1346,1346,2089
G48011300165021,2010,Texas,48,Dallas County,113,16502,1,757,757,757,750,750,750,916
G48011300165022,2010,Texas,48,Dallas County,113,16502,2,1594.38,1534,1595,1685.37,1626,1686,1727
G48011300165023,2010,Texas,48,Dallas County,113,16502,3,1611.62,1611,1672,1682.63,1682,1742,1780
G48011300165024,2010,Texas,48,Dallas County,113,16502,4,972,972,972,935,935,935,1151
G48011300165025,2010,Texas,48,Dallas County,113,16502,5,1003,1003,1003,1143,1143,1143,1275
G48011300165091,2010,Texas,48,Dallas County,113,16509,1,1363,1363,1363,1413,1413,1413,1463
G48011300165092,2010,Texas,48,Dallas County,113,16509,2,906,906,906,965,965,965,1135
G48011300165093,2010,Texas,48,Dallas County,113,16509,3,778,778,778,988,988,988,1080
G48011300165094,2010,Texas,48,Dallas County,113,16509,4,736,736,736,656,656,656,713
G48011300165095,2010,Texas,48,Dallas County,113,16509,5,1069,1069,1069,1026,1026,1026,1174
G48011300165101,2010,Texas,48,Dallas County,113,16510,1,594.36,144,1541,919,919,919,2640
G48011300165102,2010,Texas,48,Dallas County,113,16510,2,553.21,0,1397,945,945,945,3538
G48011300165103,2010,Texas,48,Dallas County,113,16510,3,1774.81,1386,2783,1988.69,1601,1996,2207
G48011300165104,2010,Texas,48,Dallas County,113,16510,4,2217,2217,2217,2321,2321,2321,2650
G48011300165111,2010,Texas,48,Dallas County,113,16511,1,1614,1614,1614,1939,1939,1939,1801
G48011300165112,2010,Texas,48,Dallas County,113,16511,2,1987.37,1982,2551,2541,2541,2541,2458
G48011300165131,2010,Texas,48,Dallas County,113,16513,1,1216,1216,1216,1149,1149,1149,1096
G48011300165132,2010,Texas,48,Dallas County,113,16513,2,1353,1353,1353,1284,1284,1284,1241
G48011300165133,2010,Texas,48,Dallas County,113,16513,3,1995,1995,1995,2366,2366,2366,2742
G48011300165141,2010,Texas,48,Dallas County,113,16514,1,1458,1458,1458,1854,1854,1854,1849
G48011300165142,2010,Texas,48,Dallas County,113,16514,2,516.56,46,1199,1151,1151,1151,2321
G48011300165143,2010,Texas,48,Dallas County,113,16514,3,1255.69,5,3124,2687.31,2680,3075,3258
G48011300165161,2010,Texas,48,Dallas County,113,16516,1,951,951,951,1203,1203,1203,1313
G48011300165162,2010,Texas,48,Dallas County,113,16516,2,1322,1322,1322,1229,1229,1229,1347
G48011300165163,2010,Texas,48,Dallas County,113,16516,3,616,616,616,677,677,677,855
G48011300165164,2010,Texas,48,Dallas County,113,16516,4,824,824,824,877,877,877,851
G48011300165165,2010,Texas,48,Dallas County,113,16516,5,1024,1024,1024,986,986,986,1138
G48011300165171,2010,Texas,48,Dallas County,113,16517,1,2490,2249,2490,2402,2402,2402,2391
G48011300165172,2010,Texas,48,Dallas County,113,16517,2,1215,1215,1215,1309,1309,1309,1456
G48011300165173,2010,Texas,48,Dallas County,113,16517,3,193,193,193,249,249,249,432
G48011300165181,2010,Texas,48,Dallas County,113,16518,1,980,980,980,978,978,978,1099
G48011300165182,2010,Texas,48,Dallas County,113,16518,2,1683,1683,1683,1592,1592,1592,1623
G48011300165183,2010,Texas,48,Dallas County,113,16518,3,646,646,646,621,621,621,655
G48011300165184,2010,Texas,48,Dallas County,113,16518,4,1584,1584,1584,1555,1555,1555,1535
G48011300165191,2010,Texas,48,Dallas County,113,16519,1,1342,1342,1342,1235,1235,1235,1240
G48011300165192,2010,Texas,48,Dallas County,113,16519,2,978,978,978,967,967,967,1027
G48011300165201,2010,Texas,48,Dallas County,113,16520,1,1007.44,1002,1398,1156.21,1156,1197,1238
G48011300165202,2010,Texas,48,Dallas County,113,16520,2,2017,2017,2017,2183,2183,2183,3858
G48011300165203,2010,Texas,48,Dallas County,113,16520,3,99,99,99,895,895,895,1857
G48011300165211,2010,Texas,48,Dallas County,113,16521,1,1242,1242,1260,1672,1672,1672,3462
G48011300165212,2010,Texas,48,Dallas County,113,16521,2,629.79,294,635,1028,1028,1028,1864
G48011300165221,2010,Texas,48,Dallas County,113,16522,1,1428,1428,1428,1616.33,1611,1618,1682
G48011300165222,2010,Texas,48,Dallas County,113,16522,2,1118,1118,1118,1375,1375,1375,1386
G48011300165231,2010,Texas,48,Dallas County,113,16523,1,359.76,200,905,635.83,392,679,1761
G48011300165232,2010,Texas,48,Dallas County,113,16523,2,1010.92,466,1168,1681,1681,1681,2004
G48011300165233,2010,Texas,48,Dallas County,113,16523,3,0.32,0,705,76.83,32,326,455
G48011300165234,2010,Texas,48,Dallas County,113,16523,4,581,581,581,647,647,647,514
G48011300166051,2010,Texas,48,Dallas County,113,16605,1,1262,1262,1262,1443,1437,1443,2143
G48011300166052,2010,Texas,48,Dallas County,113,16605,2,1028,1028,1028,1549,1549,1549,4798
G48011300166061,2010,Texas,48,Dallas County,113,16606,1,1773,1773,1773,2647,2647,2647,2692
G48011300166062,2010,Texas,48,Dallas County,113,16606,2,1216.07,1216,1359,1256,1256,1256,1230
G48011300166063,2010,Texas,48,Dallas County,113,16606,3,959.93,817,1122,1160,1160,1160,1575
G48011300166064,2010,Texas,48,Dallas County,113,16606,4,1385,1385,1385,1432,1432,1432,1641
G48011300166071,2010,Texas,48,Dallas County,113,16607,1,1409.61,0,2619,1649.15,741,3048,1420
G48011300166072,2010,Texas,48,Dallas County,113,16607,2,657,657,898,680,680,680,638
G48011300166073,2010,Texas,48,Dallas County,113,16607,3,1209.39,0,2860,1398.85,0,2307,1239
G48011300166101,2010,Texas,48,Dallas County,113,16610,1,528.34,189,531,689.53,211,694,704
G48011300166102,2010,Texas,48,Dallas County,113,16610,2,1285,1285,1285,1392,1392,1392,1284
G48011300166103,2010,Texas,48,Dallas County,113,16610,3,1501,1501,1501,1475,1475,1475,1420
G48011300166104,2010,Texas,48,Dallas County,113,16610,4,1178.66,1176,1518,1413.47,1409,1892,1388
G48011300166111,2010,Texas,48,Dallas County,113,16611,1,1322,1322,1322,2507,2507,2507,3865
G48011300166112,2010,Texas,48,Dallas County,113,16611,2,1402,1402,1402,1273,1273,1273,1316
G48011300166113,2010,Texas,48,Dallas County,113,16611,3,748,748,748,917,917,917,952
G48011300166121,2010,Texas,48,Dallas County,113,16612,1,546,546,546,863,863,863,1355
G48011300166122,2010,Texas,48,Dallas County,113,16612,2,649,649,649,1169,1169,1169,2135
G48011300166123,2010,Texas,48,Dallas County,113,16612,3,355,355,355,971,971,971,2343
G48011300166124,2010,Texas,48,Dallas County,113,16612,4,1191,1191,1191,1322,1322,1322,3756
G48011300166125,2010,Texas,48,Dallas County,113,16612,5,1353,1353,1353,1291,1291,1291,1501
G48011300166126,2010,Texas,48,Dallas County,113,16612,6,989,989,989,1497,1497,1497,1478
G48011300166151,2010,Texas,48,Dallas County,113,16615,1,1279.11,235,2464,1858,1858,1858,1672
G48011300166152,2010,Texas,48,Dallas County,113,16615,2,1276.89,92,2321,2015,2015,2015,2043
G48011300166161,2010,Texas,48,Dallas County,113,16616,1,556,556,556,1263,1263,1263,2105
G48011300166162,2010,Texas,48,Dallas County,113,16616,2,1604,1604,1604,2107,2107,2107,3462
G48011300166171,2010,Texas,48,Dallas County,113,16617,1,1268,1268,1268,1176,1176,1176,1151
G48011300166172,2010,Texas,48,Dallas County,113,16617,2,389,227,389,882,882,882,970
G48011300166173,2010,Texas,48,Dallas County,113,16617,3,1132,1132,1132,1605,1605,1605,2292
G48011300166181,2010,Texas,48,Dallas County,113,16618,1,1673,1673,1673,1731,1731,1731,1675
G48011300166182,2010,Texas,48,Dallas County,113,16618,2,1118,1118,1118,1190,1190,1190,1398
G48011300166183,2010,Texas,48,Dallas County,113,16618,3,1228,1228,1228,1125,1125,1125,1445
G48011300166191,2010,Texas,48,Dallas County,113,16619,1,1326,1326,1326,1191,1191,1191,1649
G48011300166192,2010,Texas,48,Dallas County,113,16619,2,1133,1133,1133,1179,1179,1179,1229
G48011300166193,2010,Texas,48,Dallas County,113,16619,3,710,710,710,708,708,708,556
G48011300166201,2010,Texas,48,Dallas County,113,16620,1,806,806,806,752,752,752,758
G48011300166202,2010,Texas,48,Dallas County,113,16620,2,2344,2344,2344,2639,2639,2639,2777
G48011300166203,2010,Texas,48,Dallas County,113,16620,3,1214,1214,1214,1405,1405,1405,1877
G48011300166211,2010,Texas,48,Dallas County,113,16621,1,507.66,375,683,907.01,798,1150,1615
G48011300166212,2010,Texas,48,Dallas County,113,16621,2,755,755,755,1026,1026,1026,1388
G48011300166213,2010,Texas,48,Dallas County,113,16621,3,1073.98,489,1214,2301.99,2059,2411,2400
G48011300166221,2010,Texas,48,Dallas County,113,16622,1,894,894,894,1066,1066,1066,2431
G48011300166222,2010,Texas,48,Dallas County,113,16622,2,1010.36,1003,1420,1155,1155,1155,1108
G48011300166231,2010,Texas,48,Dallas County,113,16623,1,846,846,846,1574,1574,1574,3385
G48011300166232,2010,Texas,48,Dallas County,113,16623,2,1043,1043,1043,1493,1493,1493,2380
G48011300166241,2010,Texas,48,Dallas County,113,16624,1,667,667,667,922,922,922,1660
G48011300166242,2010,Texas,48,Dallas County,113,16624,2,0,0,0,1344,1344,1344,1819
G48011300166251,2010,Texas,48,Dallas County,113,16625,1,1086,448,1086,1678,1678,1678,2990
G48011300166252,2010,Texas,48,Dallas County,113,16625,2,90.9,50,568,429.27,317,768,2838
G48011300166253,2010,Texas,48,Dallas County,113,16625,3,477.1,0,518,1312.73,974,1425,3013
G48011300166261,2010,Texas,48,Dallas County,113,16626,1,1225.46,258,1487,1669.1,1669,1930,1552
G48011300166262,2010,Texas,48,Dallas County,113,16626,2,1465.54,1204,3073,2261.9,2001,2262,1964
G48011300166263,2010,Texas,48,Dallas County,113,16626,3,1509,1507,2147,985,985,985,1142
G48011300167011,2010,Texas,48,Dallas County,113,16701,1,1620,1620,1620,1527,1527,1527,2194
G48011300167012,2010,Texas,48,Dallas County,113,16701,2,1426,1426,1426,1208,1208,1208,1243
G48011300167013,2010,Texas,48,Dallas County,113,16701,3,2087,2087,2087,1740,1740,1740,1527
G48011300167014,2010,Texas,48,Dallas County,113,16701,4,971,971,971,774,774,774,1120
G48011300167031,2010,Texas,48,Dallas County,113,16703,1,689,689,689,646,646,646,643
G48011300167032,2010,Texas,48,Dallas County,113,16703,2,908,908,908,996,996,996,1967
G48011300167033,2010,Texas,48,Dallas County,113,16703,3,969,969,969,1015,1015,1015,1045
G48011300167034,2010,Texas,48,Dallas County,113,16703,4,1088,1088,1088,1108,1108,1108,6074
G48011300167041,2010,Texas,48,Dallas County,113,16704,1,2259.1,1967,2508,2088,2088,2088,2235
G48011300167042,2010,Texas,48,Dallas County,113,16704,2,1782.9,1534,2075,1977,1977,1977,1897
G48011300167051,2010,Texas,48,Dallas County,113,16705,1,465.42,465,1870,919.43,919,2333,2670
G48011300167052,2010,Texas,48,Dallas County,113,16705,2,2410.58,1006,2411,2920.57,1507,2921,2911
G48011300167053,2010,Texas,48,Dallas County,113,16705,3,1298,1298,1298,1283,1283,1283,1161
G48011300168021,2010,Texas,48,Dallas County,113,16802,1,1123,1123,1128,1130.98,1110,1131,1031
G48011300168022,2010,Texas,48,Dallas County,113,16802,2,663,453,663,902,902,902,1606
G48011300168023,2010,Texas,48,Dallas County,113,16802,3,368,368,368,504,504,504,1051
G48011300168031,2010,Texas,48,Dallas County,113,16803,1,1292,1292,1292,1205,1205,1205,1213
G48011300168032,2010,Texas,48,Dallas County,113,16803,2,1757,1757,1757,1502,1502,1502,1664
G48011300168033,2010,Texas,48,Dallas County,113,16803,3,2773,2773,2773,2750,2750,2750,2904
G48011300168041,2010,Texas,48,Dallas County,113,16804,1,1134,1134,1134,1956,1956,1956,2299
G48011300168042,2010,Texas,48,Dallas County,113,16804,2,746,746,746,940,940,940,2178
G48011300168043,2010,Texas,48,Dallas County,113,16804,3,777,777,777,2568.02,2568,2589,2962
G48011300169021,2010,Texas,48,Dallas County,113,16902,1,857.89,643,858,2852.1,2851,2853,3354
G48011300169022,2010,Texas,48,Dallas County,113,16902,2,1257,1247,1257,1540,1532,1540,1480
G48011300169023,2010,Texas,48,Dallas County,113,16902,3,735.84,683,954,655.15,588,659,729
G48011300169031,2010,Texas,48,Dallas County,113,16903,1,659.28,656,712,834.75,832,901,769
G48011300169032,2010,Texas,48,Dallas County,113,16903,2,827,827,827,899,899,899,814
G48011300169033,2010,Texas,48,Dallas County,113,16903,3,801,801,1016,1246,1246,1254,1670
G48011300169034,2010,Texas,48,Dallas County,113,16903,4,824,824,824,1071,1071,1071,994
G48011300169035,2010,Texas,48,Dallas County,113,16903,5,855,855,1103,772,772,1046,944
G48011300170011,2010,Texas,48,Dallas County,113,17001,1,735.19,735,749,673.46,673,688,760
G48011300170012,2010,Texas,48,Dallas County,113,17001,2,1777,1777,1777,2287,2287,2287,2922
G48011300170013,2010,Texas,48,Dallas County,113,17001,3,1234,1234,1234,817,817,817,2499
G48011300170014,2010,Texas,48,Dallas County,113,17001,4,988,988,988,1487,1487,1487,1248
G48011300170015,2010,Texas,48,Dallas County,113,17001,5,1332,1332,1332,1684,1684,1684,1661
G48011300170031,2010,Texas,48,Dallas County,113,17003,1,1324,1324,1324,1619,1619,1619,1878
G48011300170032,2010,Texas,48,Dallas County,113,17003,2,1294,1294,1294,1821,1821,1821,2038
G48011300170033,2010,Texas,48,Dallas County,113,17003,3,2271,2267,2271,2856,2856,2856,4074
G48011300170034,2010,Texas,48,Dallas County,113,17003,4,886,886,886,949,949,949,1577
G48011300170041,2010,Texas,48,Dallas County,113,17004,1,1455.89,0,2898,2333.37,0,4795,2717
G48011300170042,2010,Texas,48,Dallas County,113,17004,2,1399,1399,1399,2833,2833,2833,2668
G48011300170043,2010,Texas,48,Dallas County,113,17004,3,1630.11,188,3086,2642.63,181,4976,2972
G48011300171011,2010,Texas,48,Dallas County,113,17101,1,699.9,545,700,1042,1042,1042,1294
G48011300171012,2010,Texas,48,Dallas County,113,17101,2,2469.1,2469,2573,2818,2818,2818,3850
G48011300171021,2010,Texas,48,Dallas County,113,17102,1,1019,1019,1019,979,979,979,1656
G48011300171022,2010,Texas,48,Dallas County,113,17102,2,2078,2078,2078,2929,2929,2929,3130
G48011300172011,2010,Texas,48,Dallas County,113,17201,1,848,848,848,930,930,930,1066
G48011300172012,2010,Texas,48,Dallas County,113,17201,2,923.24,122,1148,857.37,143,1066,940
G48011300172013,2010,Texas,48,Dallas County,113,17201,3,839,839,839,973,973,973,960
G48011300172014,2010,Texas,48,Dallas County,113,17201,4,975.06,975,1069,1260.06,1260,1348,1379
G48011300172015,2010,Texas,48,Dallas County,113,17201,5,1202,1202,1202,1378,1378,1378,1203
G48011300172021,2010,Texas,48,Dallas County,113,17202,1,893,893,893,869,869,869,2230
G48011300172022,2010,Texas,48,Dallas County,113,17202,2,1761.68,1537,2495,1822.59,1614,2493,2071
G48011300172023,2010,Texas,48,Dallas County,113,17202,3,1338.07,1338,1411,1580.05,1580,1624,2046
G48011300172024,2010,Texas,48,Dallas County,113,17202,4,1497.94,1404,1498,1621.94,1534,1622,2130
G48011300173011,2010,Texas,48,Dallas County,113,17301,1,1795,1795,1795,1882,1882,1882,1864
G48011300173012,2010,Texas,48,Dallas County,113,17301,2,1589,1589,1589,1629,1629,1629,3094
G48011300173013,2010,Texas,48,Dallas County,113,17301,3,1278,1278,1278,1199,1199,1199,1200
G48011300173031,2010,Texas,48,Dallas County,113,17303,1,2498,2498,2498,2766,2766,2766,2668
G48011300173032,2010,Texas,48,Dallas County,113,17303,2,1065.1,261,1407,2518,2518,2518,2427
G48011300173033,2010,Texas,48,Dallas County,113,17303,3,2092.9,1751,2897,2595,2595,2595,2700
G48011300173041,2010,Texas,48,Dallas County,113,17304,1,258.82,0,259,1084,1084,1084,1057
G48011300173042,2010,Texas,48,Dallas County,113,17304,2,559.02,90,560,2393,2393,2393,3228
G48011300173043,2010,Texas,48,Dallas County,113,17304,3,208,208,208,1143,1143,1143,2903
G48011300173044,2010,Texas,48,Dallas County,113,17304,4,413.16,412,1141,2203,2203,2203,2134
G48011300173051,2010,Texas,48,Dallas County,113,17305,1,150,150,150,2508,2508,2508,2468
G48011300173052,2010,Texas,48,Dallas County,113,17305,2,312.96,228,381,2772.95,2688,2787,7115
G48011300173061,2010,Texas,48,Dallas County,113,17306,1,213.97,200,214,998,998,998,2903
G48011300173062,2010,Texas,48,Dallas County,113,17306,2,222,222,222,659,659,659,1123
G48011300173063,2010,Texas,48,Dallas County,113,17306,3,1394,1394,1394,1704,1704,1704,2117
G48011300173064,2010,Texas,48,Dallas County,113,17306,4,1016.86,949,1049,1360.78,1347,1361,1492
G48011300174001,2010,Texas,48,Dallas County,113,17400,1,828,828,828,814,814,814,783
G48011300174002,2010,Texas,48,Dallas County,113,17400,2,1233,1233,1233,1129,1129,1129,1042
G48011300174003,2010,Texas,48,Dallas County,113,17400,3,1208,1208,1208,1154,1154,1154,1096
G48011300174004,2010,Texas,48,Dallas County,113,17400,4,2311,2311,2311,2562,2562,2562,2398
G48011300175001,2010,Texas,48,Dallas County,113,17500,1,752,752,752,868,868,868,768
G48011300175002,2010,Texas,48,Dallas County,113,17500,2,951,951,951,1031,1031,1031,1059
G48011300175003,2010,Texas,48,Dallas County,113,17500,3,956,956,956,2653,2653,2653,2010
G48011300176021,2010,Texas,48,Dallas County,113,17602,1,1134,1134,1134,1240,1240,1240,2071
G48011300176022,2010,Texas,48,Dallas County,113,17602,2,2128,2128,2128,1956,1956,1956,2049
G48011300176041,2010,Texas,48,Dallas County,113,17604,1,1661,1661,1661,1448,1448,1448,1427
G48011300176042,2010,Texas,48,Dallas County,113,17604,2,1803,1803,1803,1723,1723,1723,1745
G48011300176051,2010,Texas,48,Dallas County,113,17605,1,1276,1276,1276,2360,2360,2360,2282
G48011300176052,2010,Texas,48,Dallas County,113,17605,2,919,919,919,1279,1279,1279,1268
G48011300176061,2010,Texas,48,Dallas County,113,17606,1,758,758,758,749,749,749,1113
G48011300176062,2010,Texas,48,Dallas County,113,17606,2,1210,1210,1210,1625,1625,1625,1742
G48011300176063,2010,Texas,48,Dallas County,113,17606,3,1604,1604,1604,2161,2161,2161,2059
G48011300177021,2010,Texas,48,Dallas County,113,17702,1,1478.86,243,1567,2981.73,2593,2982,3036
G48011300177022,2010,Texas,48,Dallas County,113,17702,2,1301,1301,1301,1547,1547,1547,1962
G48011300177023,2010,Texas,48,Dallas County,113,17702,3,901,901,901,1108,1108,1108,1007
G48011300177024,2010,Texas,48,Dallas County,113,17702,4,1863.14,1775,3099,1829.27,1829,2218,1799
G48011300177031,2010,Texas,48,Dallas County,113,17703,1,1010,806,1010,988.83,795,989,1064
G48011300177032,2010,Texas,48,Dallas County,113,17703,2,1038,1038,1038,1065,1065,1065,1135
G48011300177033,2010,Texas,48,Dallas County,113,17703,3,729,729,729,727,727,727,787
G48011300177034,2010,Texas,48,Dallas County,113,17703,4,1025,1025,1025,1099,1099,1099,1675
G48011300177041,2010,Texas,48,Dallas County,113,17704,1,2364,2364,2364,2730,2730,2730,2589
G48011300177042,2010,Texas,48,Dallas County,113,17704,2,992,992,992,994,994,994,1025
G48011300177043,2010,Texas,48,Dallas County,113,17704,3,672,672,672,959,959,959,1092
G48011300177044,2010,Texas,48,Dallas County,113,17704,4,1164,1164,1164,1302,1302,1302,1327
G48011300178041,2010,Texas,48,Dallas County,113,17804,1,324.93,304,361,303,303,303,963
G48011300178042,2010,Texas,48,Dallas County,113,17804,2,1458.44,1428,1485,1451,1451,1451,1447
G48011300178043,2010,Texas,48,Dallas County,113,17804,3,1270,1270,1270,1438,1438,1438,1536
G48011300178044,2010,Texas,48,Dallas County,113,17804,4,2304.64,2299,2356,2399,2399,2399,2030
G48011300178051,2010,Texas,48,Dallas County,113,17805,1,1048,1048,1048,1302,1302,1302,933
G48011300178052,2010,Texas,48,Dallas County,113,17805,2,1404,1404,1404,1757,1757,1757,1659
